Location,Wind Direction,Minimum Temperature,Datetime,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Pressure,Conditions
"Pune, MH, India",123.33,69.9,10/25/2010,0,69.6,82.22,0,75.8,83,3.3,2.2,87.2,Smoke Or Haze,1008.8,Clear
"Pune, MH, India",90,68.1,10/26/2010,0,67,77.39,0,75.8,87.2,3.3,4.7,88,Smoke Or Haze,1010.2,Clear
"Pune, MH, India",90,66.5,10/27/2010,0,64.5,71.78,0,75.9,87.9,3.7,4.7,86.9,,1011.6,Clear
"Pune, MH, India",100,63.8,10/28/2010,0,62.2,70.72,0,74.2,87.2,3.3,4.7,85.3,,1012,Clear
"Pune, MH, India",86,62.7,10/29/2010,0,61.7,71.65,0,72.9,85.7,3.3,4.7,84.7,Smoke Or Haze,1012,Clear
"Pune, MH, India",90,62.3,10/30/2010,0,59.1,66.94,0,72.9,88.4,3.7,3.4,86.2,,1012,Clear
"Pune, MH, India",96.67,61.1,10/31/2010,0,58,63.91,0,72.6,87.2,3.7,4.7,85.8,Smoke Or Haze,1011.9,Clear
"Pune, MH, India",97.5,60.2,11/01/2010,0,57.2,65.6,0,71.2,85.4,3.7,6.9,83.6,Smoke Or Haze,1010.2,Clear
"Pune, MH, India",90,57.8,11/02/2010,0,59.5,66.86,0,72.4,84.8,3.7,6.9,84.3,,1009.7,Clear
"Pune, MH, India",90,64.7,11/03/2010,0,66.3,73.21,0,76,85.4,4.1,4.7,88.6,,1010.8,Clear
"Pune, MH, India",100,73.5,11/04/2010,0,68.8,76.07,0,77.4,84.3,3.7,3.4,87.1,,1011.2,Clear
"Pune, MH, India",110,69.9,11/05/2010,0.6,69.7,87.81,8,73.8,83,3.2,3.4,87.2,"Drizzle, Thunderstorm, Light Rain, Sky Coverage Increasing",1011.5,"Rain, Clear"
"Pune, MH, India",90,69.2,11/06/2010,0,69.6,84.32,0,75.2,86.1,3,1.1,90.3,"Fog, Sky Coverage Increasing, Sky Unchanged",1009.9,Clear
"Pune, MH, India",90,67.4,11/07/2010,0,64.2,76.54,0,73,82.5,3.7,9.2,82.1,Smoke Or Haze,1009.1,Clear
"Pune, MH, India",95,64.5,11/08/2010,0,65.3,77.75,4,73,81.8,3.7,10.3,84.6,"Drizzle, Sky Coverage Increasing",1008.1,Clear
"Pune, MH, India",92.86,72.2,11/09/2010,0,70.6,89.19,4,74.1,77.3,2.9,10.3,,"Drizzle, Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1010.1,Clear
"Pune, MH, India",90,68.3,11/10/2010,0,70.2,82.85,0,76.3,85.7,3.7,4.7,90.7,"Lightning Without Thunder, Sky Coverage Increasing, Smoke Or Haze",1012.6,Clear
"Pune, MH, India",270,71,11/11/2010,0,70.1,80.08,0,77.2,86.1,3.7,4.7,90.8,Smoke Or Haze,1011,Clear
"Pune, MH, India",275,69.2,11/12/2010,0,69.6,78.73,0,77.3,87.2,4.1,3.4,90.3,,1008.9,Clear
"Pune, MH, India",217.5,71.9,11/13/2010,0,70.1,80.9,0,77.1,89.3,3.7,4.7,93,"Thunderstorm, Sky Coverage Increasing, Smoke Or Haze",1008.3,Clear
"Pune, MH, India",106.67,70.4,11/14/2010,0.4,70.2,85.38,12,75.2,86.1,3.7,5.8,92.1,"Lightning Without Thunder, Light Drizzle, Thunderstorm, Sky Coverage Increasing",1011.4,"Rain, Clear"
"Pune, MH, India",80,70.4,11/15/2010,0.3,70.9,85.54,8,75.8,84.5,3.7,2.2,89.2,"Lightning Without Thunder, Light Drizzle, Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing, Smoke Or Haze",1012.7,"Rain, Clear"
"Pune, MH, India",80,70.1,11/16/2010,0,69.2,81.17,4,75.8,84.5,4.1,3.4,88.3,"Thunderstorm, Sky Coverage Increasing",1010.8,Clear
"Pune, MH, India",85,68.3,11/17/2010,0,68.1,79.19,0,75.7,84.5,3.7,3.4,86.3,Smoke Or Haze,1010.1,Clear
"Pune, MH, India",90,68.3,11/18/2010,0,68.7,83.14,0,74.5,81.2,3.9,5.8,84.1,,1011.4,Clear
"Pune, MH, India",140,71.7,11/19/2010,0.1,69.2,77.39,4,77.7,89,4.1,1.1,92.2,Thunderstorm,1010.4,"Rain, Clear"
"Pune, MH, India",200,71.7,11/20/2010,0.1,69.4,79.48,4,76.8,86.1,4.1,3.4,89,"Thunderstorm, Light Rain, Sky Coverage Increasing",1008.6,"Rain, Clear"
"Pune, MH, India",90,69.2,11/21/2010,0.1,68.6,82.12,4,74.9,83.6,3.7,3.4,86.2,"Thunderstorm, Rain, Light Rain, Smoke Or Haze",1007.5,"Rain, Clear"
"Pune, MH, India",90,70.4,11/22/2010,0,68.6,82.18,4,75.1,84.3,3.7,3.4,86.5,"Light Drizzle, Rain, Smoke Or Haze",1007,Clear
"Pune, MH, India",160,69.2,11/23/2010,0,67.5,79.98,0,74.6,84.3,3.7,4.7,87.4,Rain,1007.4,Clear
"Pune, MH, India",210,67.4,11/24/2010,0,68.1,80.71,4,75.1,86.1,4.1,4.7,89.6,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",1009.8,Clear
"Pune, MH, India",,70.1,11/25/2010,0.2,69.2,83.26,8,75.2,82.7,3.3,0,86,"Sky Coverage Increasing, Smoke Or Haze",1010.9,"Rain, Clear"
"Pune, MH, India",102.5,66.3,11/26/2010,0,67.4,82.35,0,74,86.1,3.2,3.4,88.5,Smoke Or Haze,1010.3,Clear
"Pune, MH, India",83.33,68.6,11/27/2010,0,66.3,78.19,0,74.6,85.4,3.7,5.8,85.7,"Sky Coverage Increasing, Smoke Or Haze",1009.5,Clear
"Pune, MH, India",90,66.3,11/28/2010,0,61.9,70.35,0,73.7,84.3,4.3,4.7,83.4,,1010.4,Clear
"Pune, MH, India",140,60.5,11/29/2010,0,63.9,77.04,0,72.5,84.5,3.9,6.9,85.5,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",76.67,64.1,11/30/2010,0,63.7,76.66,0,72.5,84.8,3.7,5.8,85.5,Smoke Or Haze,1010.6,Clear
"Pune, MH, India",90,63.2,12/01/2010,0,63.7,78.12,0,72,84.8,3.7,3.4,85.2,Smoke Or Haze,1010.1,Clear
"Pune, MH, India",90,62.7,12/02/2010,0,62.8,76.67,0,71.8,84.3,3.3,3.4,83.8,Smoke Or Haze,1010.5,Clear
"Pune, MH, India",90,62,12/03/2010,0,64.4,79.92,0,71.8,83,3.3,2.2,84,Smoke Or Haze,1010.7,Clear
"Pune, MH, India",83.33,65.9,12/04/2010,0,64.7,79.09,0,72.3,82.5,3.7,4.7,83.7,Smoke Or Haze,1009.6,Clear
"Pune, MH, India",90,64.5,12/05/2010,0,61.4,74.6,0,71,81.8,3.7,2.2,81.5,Smoke Or Haze,1008.7,Clear
"Pune, MH, India",70,57.8,12/06/2010,0,54.3,68.46,0,67.2,80,3.7,4.7,,Smoke Or Haze,1009.7,Clear
"Pune, MH, India",90,53.7,12/07/2010,0,53.2,66.56,0,66.3,80.3,3.7,1.1,79.7,Smoke Or Haze,1009.2,Clear
"Pune, MH, India",80,63.8,12/08/2010,0,61.6,71.71,0,71.8,83,3.3,2.2,84.2,Smoke Or Haze,1007.6,Clear
"Pune, MH, India",270,65.6,12/09/2010,0,64.6,76.98,0,72.8,82.1,3.7,5.8,83.8,Smoke Or Haze,1007.5,Clear
"Pune, MH, India",283.33,61.1,12/10/2010,0,60.3,72.43,0,70.1,83.4,3.7,4.7,83.2,Smoke Or Haze,1008.4,Clear
"Pune, MH, India",263.33,62,12/11/2010,0,56.9,72.92,0,66.5,75.5,3.7,5.8,,Smoke Or Haze,1009.1,Clear
"Pune, MH, India",272.5,57.3,12/12/2010,0,52.7,64.11,0,65.8,75.3,4.1,5.8,,,1008.9,Clear
"Pune, MH, India",,53,12/13/2010,0,54.2,78.2,0,62.4,76.7,3.1,0,,"Fog, Smoke Or Haze",1010.6,Clear
"Pune, MH, India",90,52.4,12/14/2010,0,54.3,75.91,0,63.8,79.1,3.7,2.2,,Smoke Or Haze,1012.1,Clear
"Pune, MH, India",170,54.8,12/15/2010,0,55.1,81.05,0,62.2,76.4,3.4,3.4,,Smoke Or Haze,1013.4,Clear
"Pune, MH, India",130,53.9,12/16/2010,0,54.2,74.51,0,64.6,80.3,3.9,3.4,79.8,Smoke Or Haze,1012.3,Clear
"Pune, MH, India",90,52.1,12/17/2010,0,50.8,69.83,0,63.7,80,3.6,3.4,,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",96.67,50.3,12/18/2010,0,48.2,67.09,0,62.8,79.4,3.9,3.4,,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",90,46.5,12/19/2010,0,45.2,66.51,0,60.6,80,3.7,8.1,,Smoke Or Haze,1015.3,Clear
"Pune, MH, India",70,45.8,12/20/2010,0,45.8,67.22,0,60,79.1,3.7,6.9,,Smoke Or Haze,1017,Clear
"Pune, MH, India",360,46.7,12/21/2010,0,49.8,69,0,62.8,82.5,3.4,1.1,80.7,Smoke Or Haze,1014.9,Clear
"Pune, MH, India",270,50.3,12/22/2010,0,52.4,73.61,0,63.1,83.6,3.7,2.2,82,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",166.67,50.1,12/23/2010,0,49.4,67.6,0,63.9,84.8,3.7,2.2,82.1,Smoke Or Haze,1010.3,Clear
"Pune, MH, India",70,51.9,12/24/2010,0,53.8,73.88,0,64.3,83.6,3.3,2.2,81.9,Smoke Or Haze,1011.5,Clear
"Pune, MH, India",90,51.5,12/25/2010,0,51.9,71.6,0,63.9,82.5,3.3,1.1,80.7,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",90,51.2,12/26/2010,0,52.8,73.24,0,64,82.5,3.7,3.4,81,Smoke Or Haze,1011.3,Clear
"Pune, MH, India",110,53,12/27/2010,0,56.2,73.94,0,66.5,81.8,3.1,1.1,81.1,"Fog, Smoke Or Haze",1010.8,Clear
"Pune, MH, India",96.67,57.3,12/28/2010,0,57.3,71.27,0,67.9,80.3,3.3,6.9,80.7,Smoke Or Haze,1011,Clear
"Pune, MH, India",,58.7,12/29/2010,0,59.1,75.26,0,68.4,80.9,3.3,0,81.1,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",270,60.9,12/30/2010,0,61.5,82.43,0,67.6,75.8,2.3,2.2,,"Mist, Smoke Or Haze",1012.1,Clear
"Pune, MH, India",305,57.8,12/31/2010,0,54.7,69.24,0,67.1,78.9,3.7,2.2,,Smoke Or Haze,1010.9,Clear
"Pune, MH, India",90,50.3,01/01/2011,0,51.6,65.09,0,62.9,74.6,4.1,4.7,,Smoke Or Haze,1010.6,Partially cloudy
"Pune, MH, India",103.33,52.4,01/02/2011,0,53.5,72.91,0,63.2,75.3,3.7,4.7,,Smoke Or Haze,1011.2,Partially cloudy
"Pune, MH, India",83.33,59.6,01/03/2011,0,58.4,73.63,0,67.9,80.3,3.3,3.4,80.9,Smoke Or Haze,1011.6,Partially cloudy
"Pune, MH, India",90,59.1,01/04/2011,0,58.6,75.05,0,67.9,80.7,3.2,4.7,81.1,Smoke Or Haze,1012.3,Partially cloudy
"Pune, MH, India",90,57.8,01/05/2011,0,57.8,73.45,0,66.4,78.2,2.5,2.2,,Smoke Or Haze,1011.6,Partially cloudy
"Pune, MH, India",90,53.3,01/06/2011,0,48.9,64.53,0,63.6,78.5,3.9,3.4,,Smoke Or Haze,1012.6,Clear
"Pune, MH, India",90,44.7,01/07/2011,0,41.5,60.76,0,59.1,77.1,3.7,3.4,,Smoke Or Haze,1013.3,Clear
"Pune, MH, India",90,45.2,01/08/2011,0,46.5,65.2,0,61.6,83.6,3.7,1.1,81.1,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",90,50.3,01/09/2011,0,49.8,68.68,0,62.8,81.8,2.9,3.4,80.3,Smoke Or Haze,1011.5,Clear
"Pune, MH, India",70,48.3,01/10/2011,0,46.6,66.81,0,61.6,80,3.6,2.2,,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",,47,01/11/2011,0,46.9,66.83,0,62.4,83.9,3.4,0,81.3,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",90,47.6,01/12/2011,0,46.9,65.66,0,62.5,84.3,3.3,2.2,81.6,Smoke Or Haze,1012.4,Clear
"Pune, MH, India",110,48.5,01/13/2011,0,50,68.18,0,63.6,85.4,2.5,2.2,82.6,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",210,50.3,01/14/2011,0,48.9,63.51,0,65.6,86.1,2.5,5.8,82.8,,1012.1,Clear
"Pune, MH, India",90,50.3,01/15/2011,0,51.1,67.13,0,65.1,84.5,3.3,2.2,82,Smoke Or Haze,1013.4,Clear
"Pune, MH, India",225,51.5,01/16/2011,0,52.3,68.2,0,65.2,82.5,3.7,2.2,80.9,Smoke Or Haze,1013.2,Clear
"Pune, MH, India",270,51.2,01/17/2011,0,49.8,62.24,0,65.5,84.8,3.3,1.1,82.3,Smoke Or Haze,1012.5,Clear
"Pune, MH, India",90,53.7,01/18/2011,0,53.2,67.55,0,66.9,86.6,3.3,1.1,84.9,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",223.33,51.9,01/19/2011,0,49.1,60.24,0,68.1,88.4,3.6,2.2,85.2,Smoke Or Haze,1011.1,Clear
"Pune, MH, India",223.33,51.9,01/20/2011,0,48.9,62.67,0,66.5,87.5,3.7,2.2,84,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",143.33,51.2,01/21/2011,0,49,63.23,0,65.4,84.5,3.3,4.7,82,Smoke Or Haze,1014,Clear
"Pune, MH, India",60,48.8,01/22/2011,0,47.7,60.28,0,65.5,84.5,3.6,3.4,81.7,Smoke Or Haze,1014.4,Clear
"Pune, MH, India",250,51.2,01/23/2011,0,50.9,63.85,0,67.2,89,3.3,2.2,85.3,Smoke Or Haze,1014.6,Clear
"Pune, MH, India",80,53.9,01/24/2011,0,53.1,65.45,0,67.9,86.6,3.3,2.2,83.8,Smoke Or Haze,1014.4,Clear
"Pune, MH, India",270,54.2,01/25/2011,0,54.3,67.53,0,68.1,85.7,3.3,1.1,83.7,Smoke Or Haze,1014,Clear
"Pune, MH, India",76.67,55.1,01/26/2011,0,53.7,69.03,0,67.1,84.3,3.7,3.4,82.2,Smoke Or Haze,1014.6,Clear
"Pune, MH, India",190,54.2,01/27/2011,0,53.4,66.65,0,68,87.2,3.3,2.2,84.3,Smoke Or Haze,1014.8,Clear
"Pune, MH, India",266,54.8,01/28/2011,0,52.3,62.26,0,69.1,89,3.7,4.7,85.7,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",280,52.4,01/29/2011,0,49.9,62.02,0,67.5,87.9,3.7,4.7,84.9,Smoke Or Haze,1012.7,Clear
